File name,Original_node,Original_edge,Pruning_node,Pruning_edge,Reduction_node,Reduction_edge
5fc888f20af23bf81d648f6aba7ff6de.apk,5886,11585,1675,3763,4211,7822
64fce0af2a42d2678805087ce93829e4.apk,357,501,168,209,189,292
6616422b2b76aa5de2277a0fe2a99291.apk,60,73,60,73,0,0
612a429e303d5f0945bc64544edea7b8.apk,3433,5497,76,132,3357,5365
5b75865ac5ec7046051844b2e3d92e48.apk,44127,121119,16508,55042,27619,66077
6bb6a2a43048b475eae7ffa97b74009e.apk,60,73,60,73,0,0
667fe8c858d817c762f89afafbcbc275.apk,13013,30956,4788,14798,8225,16158
6c3ccdc3d584b4de3b022cd38e3620c4.apk,60,73,60,73,0,0
6b47897720416b51ea25b16cea7240b7.apk,60,73,60,73,0,0
6add408d40caf5c96c00b13354fc88f2.apk,60,73,60,73,0,0
67ae99be76c1f881b85e876a6b67767d.apk,13,8,13,8,0,0
5f4053965b73a5c48cb2785729075458.apk,3333,5385,259,404,3074,4981
6269124e89f69101bf481885ec1c8899.apk,8214,21709,3735,12442,4479,9267
62ac6261497c970e3c62a69236cecbae.apk,7056,19535,3555,11661,3501,7874
6d9d24e1a2cda4a5c984243a1438fa88.apk,60,73,60,73,0,0
5adff7e9cf7b7d9ea434e9840d562c81.apk,60,73,60,73,0,0
61abdf29671620b16bdcc35b628f8692.apk,60,73,60,73,0,0
6f382eaa1b554aced5b3741feec38fe9.apk,60,73,60,73,0,0
603ad607f57864469e7d5f4e3c8371c7.apk,60,73,60,73,0,0
6b212d4d34536656e2dff9afe0918bab.apk,158,99,158,99,0,0
66baefac8616447536d09907cc85b813.apk,119,125,119,125,0,0
6db607e0151cbade1dfb6a69b6023843.apk,80,53,80,53,0,0
5fde7104786d23061547dbf82143f1de.apk,128,157,128,157,0,0
6f65c15a37c3bd08bd86be4ce20be999.apk,17754,45284,5868,20902,11886,24382
6f34e8c75647a42ecb52fd10389cc092.apk,60,73,60,73,0,0
5d744d7ae6a3816c3ecdd14ff412908e.apk,57521,125727,13720,37645,43801,88082
67200479b8329b9ae77186f564b9fbc0.apk,19385,50827,7946,26310,11439,24517
6ae75ae341f08d2070ba0d7db1463195.apk,3945,8655,1564,4145,2381,4510
5ca959a5e26ecece2344829d1fb2f0ba.apk,82,70,82,70,0,0
5e66b856c90cd07217297c389ab3726e.apk,60,73,60,73,0,0
60f4337b50ed8d1fa50e4d46c840a582.apk,3406,5415,76,132,3330,5283
5ed168c83b7cf05fe0d4c43f0aa9ba10.apk,60,73,60,73,0,0
5cbb11ae70f26c740cd8b2b547b2b10d.apk,60,73,60,73,0,0
6814eaa0b06f8da40b1e941a5ebfd4e9.apk,14968,32982,2743,7655,12225,25327
6b4148563604e0e573d401176ccd3c24.apk,60,73,60,73,0,0
60e624c64b5db87dd24ba30b016907ab.apk,13285,25856,1204,2198,12081,23658
61d012ae3017aa34b0cb1194d47c342f.apk,8214,21709,3735,12442,4479,9267
660f8d7fdaf5a1dbe6d7b424bd0946b2.apk,60,73,60,73,0,0
5b0343a090d234845ec91af749754e40.apk,3493,6448,87,124,3406,6324
62ac2aa43997d58227c93ed08ce6f146.apk,28690,78448,4796,15259,23894,63189
6d97d159f58de8ed90e2e2cf8ef923e8.apk,45052,89259,5831,15874,39221,73385
5ac03446e79eca9be538904ab4e34a66.apk,60,73,60,73,0,0
6a2dc81c600e7a65ea27ad6fedf3559e.apk,9501,15269,671,1398,8830,13871
5c15309b16f8a81d6fa024076793d46a.apk,60,73,60,73,0,0
5b99464ce9c1d5f95c0eca98e0922f29.apk,11611,18779,1515,3745,10096,15034
5a0c8a4e365789b8267fb2a759046c52.apk,36091,65965,3779,8626,32312,57339
6e30a21eebccc21f25920bd412aaed62.apk,60,73,60,73,0,0
5b0917181a5a5ea4d629376dece337d4.apk,60,73,60,73,0,0
5f050961873ca38196b4f592c271cbd5.apk,60,73,60,73,0,0
628e6cf7ba6d084c97378bdce00ba1b8.apk,18037,32680,1532,4375,16505,28305
6fc8fdb6ac7f86e0e0af64be55448e8b.apk,11611,18779,1515,3745,10096,15034
6e33925e874cd5546e5c16aae5d43ff6.apk,60,73,60,73,0,0
6142665b36a9eb19bd5944e904335555.apk,2324,4741,977,2357,1347,2384
5a2e07e33f670a321ce5bbbfb26f9b4b.apk,60,73,60,73,0,0
6df34820ef01f0c1b763b34456ce68b8.apk,23274,53583,5743,19973,17531,33610
5fe687c148d324938321ce24f286914a.apk,5429,10506,693,1512,4736,8994
5ba0989a8b2830a7676870b16325d335.apk,60,73,60,73,0,0
5cad9b93a4077a05cd169a2e5b39f33a.apk,14444,20115,257,389,14187,19726
691e265f2f70ad17d672cfac8cd6c024.apk,20607,36001,1951,4656,18656,31345
5fbaa820bbf3d8646de1b078c51df169.apk,75610,191434,21572,71842,54038,119592
6c16d8a9598692d9a1b606f339fb9777.apk,7567,11521,749,1379,6818,10142
5db256aa9099ff054677530373eb1f0a.apk,60,73,60,73,0,0
60ae3e16c3fd51580be6541b1ce5dee4.apk,12016,22617,2185,4454,9831,18163
67cd00e5b7ace3d503b908704e19cede.apk,14938,32757,2736,7636,12202,25121
68db15ef756dfb81983f087929053829.apk,2127,89,2127,89,0,0
6c5ca605086bfb052949ebe5dd01569e.apk,7567,11521,749,1379,6818,10142
5d4f55a42b2b4b617f7e99cb98e5ae4a.apk,31426,73315,2784,11371,28642,61944
667db4e2b36519f8840d3dade44e9124.apk,14936,32755,2736,7636,12200,25119
6e4d68939326924467ee0f2010da7b14.apk,60,73,60,73,0,0
6da71bb5645d7bcb34e5f442840eaf39.apk,40,34,40,34,0,0
5b18de57ab2b3a98283b5df97949c9ec.apk,12438,23762,2394,6208,10044,17554
6a28b1b2f8c662bd2be794c94877a4cf.apk,3432,5498,76,132,3356,5366
604bd26216db6dd871efa1c738ad2b4a.apk,60,73,60,73,0,0
5fc2d585ed7aa0ab06c602dac7c9748a.apk,25410,49752,4810,15566,20600,34186
6e10deafd848f2cb8b8928088c2330e9.apk,60,73,60,73,0,0
64100f71c404be14bc7b94f4c4305211.apk,7436,20213,3543,11763,3893,8450
609cae8598a0d22a48112640911f9084.apk,21524,37266,2152,3879,19372,33387
5ccbba23ab3ca31d2df8292bad0590e8.apk,13475,32916,5162,16371,8313,16545
6cd04b31e10480579b471694c9ca39e9.apk,60,73,60,73,0,0
5ee7cce843cf0b32b371fa646807e341.apk,7436,20213,3543,11763,3893,8450
644dbecf8dbc38f410c214dee03b75b6.apk,13475,32916,5162,16371,8313,16545
5b5deccb1e56f06d596954abb7cb1a1f.apk,60,73,60,73,0,0
63c7c4159a20b8a4d49b81301dbfe1fb.apk,60,73,60,73,0,0
6325b4f69e4e05d5f01a5ede27a2317b.apk,60,73,60,73,0,0
5dd0fc2237ae17fb4ea0fe390639b169.apk,60,73,60,73,0,0
6f77705ddb2706c925dd70f902626b9a.apk,60,73,60,73,0,0
6db800a1bbdc29d19faaab726040a2b6.apk,142,146,96,107,46,39
62487512f014a32a06a9ee858121f79b.apk,60,73,60,73,0,0
6559deddfa4948496f1bc6e3c03466b7.apk,8875,23715,4065,13655,4810,10060
6f7dbf1620563475d1dafd66c286e21a.apk,60,73,60,73,0,0
6a7f84d49065e617d9b3eaa49a5684b3.apk,60,73,60,73,0,0
5ee4c60de26ddd489c30b90e427b57ca.apk,60,73,60,73,0,0
6ed50abdf2354a05a18da3d634827db7.apk,45495,90345,5960,16360,39535,73985
59dbe6c1a0c6c530221d33f9cc871a51.apk,40387,85131,6921,20022,33466,65109
6b5ff0c9a2c0e1d83bc53ec3c5081bdd.apk,60,73,60,73,0,0
6324e093b06dace329e52db03f3b440d.apk,24436,49727,3823,11016,20613,38711
6cc2486e4c729b948af47ab676615cbb.apk,72,37,72,37,0,0
5ad3c05d5677f4ebb346171ee7e78f47.apk,12824,30538,4923,15546,7901,14992
6a0845b525e788a63306f017f9c13189.apk,2267,8848,1325,6145,942,2703
6277a87d12936d066df91b5407dd52b0.apk,14938,32757,2736,7636,12202,25121
5b63338b8b9a9c3d243b54f9fb35733d.apk,3701,5977,83,144,3618,5833
5ea926016ad05ac5ecaf2a3b5414f1a3.apk,158,99,158,99,0,0
6d47894fe0b27c2436cd3722f26edcb6.apk,3332,6263,80,107,3252,6156
5cdcfc3362dde2bbf0f27b492cb44510.apk,13,8,13,8,0,0
6d6112d5f61e64a7c6f15c09b60b6fb1.apk,60,73,60,73,0,0
5c7b5cc3a4e800d328afb58b7d3f57b4.apk,3939,8650,1564,4145,2375,4505
5d2aa3b2b64beebc348eec2569adb622.apk,14938,32757,2736,7636,12202,25121
64d8e193963bb9a281371535c57c34dd.apk,3939,8650,1564,4145,2375,4505
5be35789430b2a4d9793a2a14e1e6ac1.apk,60,73,60,73,0,0
6bafa298e385fcdf9075256c0521deed.apk,5328,12783,2268,6252,3060,6531
6d0908965f894bb1e1acb54642e3ef3a.apk,19385,50827,7946,26310,11439,24517
6425aae52fd284a194596b1c028d33f1.apk,14444,20115,257,389,14187,19726
5bd63cec4167df887ad6ece4c631d20a.apk,3709,7406,1322,3262,2387,4144
67859f80008ddfac994df1a564066b71.apk,44755,88357,5739,15546,39016,72811
5c51766df13ee48bb3a7416b173f0abc.apk,17754,45284,5868,20902,11886,24382
5cba2a397535c3425b145f69817480b3.apk,19385,50827,7946,26310,11439,24517
5fac8ced9efd93bff92f628c74d965e0.apk,3939,8650,1564,4145,2375,4505
677778b2b0b984ba9b4668b668748237.apk,21755,41071,2935,7998,18820,33073
6f3bfc03a9948a50bd4e4d3f154760d9.apk,60,73,60,73,0,0
6315158562a04148e9432cae4eb03f0a.apk,60,73,60,73,0,0
6467bdf5a3db9212c5fa3a89fdab4f8e.apk,3770,9151,1658,4347,2112,4804
6e91d07db16eeed1324bbf562a932e5d.apk,60,73,60,73,0,0
6436c3556b891c7793b1d0203c9a6c98.apk,60,73,60,73,0,0
5bbe2463aecb16256c157440eba65641.apk,7608,17945,3197,9225,4411,8720
5ea3661f3729245c42d3f0de4afa3a31.apk,12016,22617,2185,4454,9831,18163
6fbea4aa9aefee0e202fef59799a181c.apk,60,73,60,73,0,0
6d67a65707e41ae40296f927f6e08d13.apk,9447,25357,3453,11549,5994,13808
6ac7cb4f3aa59e776599d924340e2a8b.apk,21755,41071,2935,7998,18820,33073
6fa6151dc4d65db373957e15bd9e813f.apk,60,73,60,73,0,0
61cf0a0df91cfb2acbf64b8ee4f38911.apk,3583,5764,261,407,3322,5357
6e19a787584bb14d3ba092e2611e1ae6.apk,60,73,60,73,0,0
5c143ce9bd48fefb661f6a5c319d9301.apk,42695,74214,4139,8946,38556,65268
6223b1ed87ec4160af61b79b739491d6.apk,60,73,60,73,0,0
61991ccf057d560aeebe21dd6faedfea.apk,72,71,72,71,0,0
6a0aea3c7121cbd60057ff6f60058dca.apk,60,73,60,73,0,0
6891687690f338486e6dd036e442b921.apk,8244,19125,2964,8038,5280,11087
6b8eccde6b76e07f5556877e6fb4c6b6.apk,154,197,154,197,0,0
69f6e12d39120cadb746b35c97b37cec.apk,60,73,60,73,0,0
6ad7faf3fd1a8724182e0fb4aa5de179.apk,45495,90345,5960,16360,39535,73985
5b73fae50ab0e0d2fd4f3e966b8fc05c.apk,21755,41071,2935,7998,18820,33073
5ad449a67271b9cfa782ce467b0ee145.apk,60,73,60,73,0,0
6e98433294dc5475670ea6bc693321fe.apk,60,73,60,73,0,0
5f358e19aeee1d163da88de2fbe59e82.apk,60,73,60,73,0,0
605ab583c54896193a2d262ab8ac6e7c.apk,158,99,158,99,0,0
6f3d54a556f6e6241d2b3672b86727d8.apk,60,73,60,73,0,0
5bc7d53c0583b68474d66f56ef5c8baa.apk,3804,165,3804,165,0,0
60ae9763f3c7d428724280bf98fb89ed.apk,6288,14238,268,356,6020,13882
5a1fd302d6e6dee2897fd614eae6a4be.apk,19385,50827,7946,26310,11439,24517
6b0b48e134f41ecbd9c36652a2536051.apk,60,73,60,73,0,0
6e911c2cccbc83d88edca00a89217c1c.apk,60,73,60,73,0,0
6c621baa59a0b83eb518100f38377310.apk,60,73,60,73,0,0
69a3602c6ffe283983c15678e43b5293.apk,14444,20115,257,389,14187,19726
6e40400ccb54e41695ba1244e399da27.apk,60,73,60,73,0,0
5ddd76bf0cfc8f306559682c1153162c.apk,60,73,60,73,0,0
61035848bb2dbb5d9b6af62ca40d036d.apk,119,125,119,125,0,0
60070fcf17c0254a6aa8b3310a9e1878.apk,60,73,60,73,0,0
67848b10829f6c110309a79e156e35a4.apk,13,8,13,8,0,0
6910ee3091af88763649ea5fa1c7fd57.apk,3926,6266,83,144,3843,6122
5a5b28f75d536ea4af50c7b2e9ec2582.apk,60,73,60,73,0,0
6f802e3dc75ba406b49f102875cee119.apk,60,73,60,73,0,0
6eac51845a72e70326c64a2a67145234.apk,60,73,60,73,0,0
6a978799b54014e15379285a92478f91.apk,74,42,74,42,0,0
630f3598b90e4366e4eee81516ee0835.apk,7147,14439,1914,4386,5233,10053
6af362bb6f79a1901152a5513e73294a.apk,60,73,60,73,0,0
6758c4fa43fe4f81dbd69802b31f9582.apk,2425,6396,1080,2834,1345,3562
6a8eb9759be552749192a108ee930305.apk,33719,69323,7105,18587,26614,50736
6a33732ea44179b1a5e7317f440f2298.apk,60,73,60,73,0,0
657aeb33cceecf231aace4993a722abd.apk,17509,44549,5774,20454,11735,24095
5f4d09d7bd4a3c8d2bdc1227d9dee4f4.apk,7387,19417,2948,8472,4439,10945
6c6e66a15008245e999f6fab82836963.apk,119,125,119,125,0,0
6e09f2908d27e3db630afa0c8bb48266.apk,60,73,60,73,0,0
6fa586cd2a1c4ed8fea34850ab77f8c4.apk,60,73,60,73,0,0
67c624e4d53223efc2e947e75499437a.apk,2575,4688,409,726,2166,3962
5cb90aec6d404ba639de8cf57df59cba.apk,60,73,60,73,0,0
5f0c79d2ed09538bf2ffdd9660ed4694.apk,30020,67116,2594,10297,27426,56819
6f28e22d329a72f295d5ba9b4ed6b506.apk,60,73,60,73,0,0
6a5fbfd74d28647738ed307229fcd3ca.apk,23265,46893,3590,10477,19675,36416
5a9b71a84290d6b03d994360284ea1cd.apk,33914,68348,4489,11411,29425,56937
61032af8bde5e830841a0a7654cd846e.apk,60,73,60,73,0,0
6cf79b73561d23b89cfad9e229d6c57f.apk,60,73,60,73,0,0
601a8d30beda62e0e6783960b11fb61f.apk,30020,67116,2594,10297,27426,56819
632f2150b20a2b4cd92c1341f92a62a8.apk,7567,11521,749,1379,6818,10142
5fce9a7ffadf5d3eef6f930ee466f2de.apk,60,73,60,73,0,0
6ccd6c609b4efa703a1c30ba95f2b2ca.apk,13,8,13,8,0,0
6a9e839ac69e93c2ac2b6ee56cabf66e.apk,188,301,113,179,75,122
5deaae39b258154edf708200c374da69.apk,60,73,60,73,0,0
629e4db7d3e6debab9c0c8d6818f4ab2.apk,15935,34205,4755,15182,11180,19023
60951b3841d0b398b323fbe631ce254f.apk,19168,34993,3218,9771,15950,25222
6bf3ae2a042105331806d19337b8f613.apk,60,73,60,73,0,0
6dd2a953e11e5409345ec0555e26c443.apk,138,180,138,180,0,0
694acb514cf078159ff992b71536476e.apk,16553,27178,2425,6237,14128,20941
67264876f9b127ab7cc0936040e6bd91.apk,9874,17714,216,325,9658,17389
6b32839d957bcb415a9a280c0b36b9b4.apk,60,73,60,73,0,0
643a4dd2152d3649920dcca06798706f.apk,1792,3479,703,1294,1089,2185
6da792ebf840c054e320ccfe985389e1.apk,20533,54486,8714,29849,11819,24637
6938db06d946fba41feeb347765633b7.apk,33168,74022,5005,14546,28163,59476
5c4ddf00eea02de9201f48a0e5c5318b.apk,60,73,60,73,0,0
6ba96a5639802c1581570f9c1f600c9b.apk,60,73,60,73,0,0
6c6d7e98bff95b853ecd0dcc4372b424.apk,60,73,60,73,0,0
6d462eee48cf87d3b191782ae2b94d98.apk,60,73,60,73,0,0
6cb1aa163f069ebb95146b78c46a2a00.apk,60,73,60,73,0,0
6d73d76b0afa006cd346c493dcdb2978.apk,3482,6424,86,115,3396,6309
61259812664072789aaa98c441877f01.apk,9725,27615,4563,16139,5162,11476
5fc7a214fa8c7815697bc3e642a0bd73.apk,13475,32916,5162,16371,8313,16545
5efe57de24f05e7a7f74916cbf53c62f.apk,60,73,60,73,0,0
6717d412b2ad59f17e9f0c84f6108009.apk,60,73,60,73,0,0
6a28d4ad1d76ff5a2a152d970aa24caa.apk,3939,8650,1564,4145,2375,4505
632f6b3c49bf6fc30a9268e79e046705.apk,13475,32916,5162,16371,8313,16545
69f9d1d88a58085fc205ca1a12c28bd8.apk,60,73,60,73,0,0
684cd2e48c9d14f05a4f9b712e77d46c.apk,60,73,60,73,0,0
5be63130d63139a15fb4852afead7ae7.apk,60,73,60,73,0,0
5ea5ce0f59e990c5af5bb32d452404bd.apk,154,99,154,99,0,0
665b2d2c8eaf157cdf5bf015576d50f1.apk,23501,40272,2389,5832,21112,34440
62f3ed5fb415fe705ee55f350316826d.apk,4092,5592,498,1014,3594,4578
5e5b7b33bbf5b2a35d5274d97df7eb78.apk,60,73,60,73,0,0
60fa0ce8f1fb4d265a7a46e84b60371f.apk,3352,6277,77,97,3275,6180
5e0a54734531ae7b2ce481fa9487ab70.apk,60,73,60,73,0,0
6f10a4fd8b810992208ca93d7b5aaf70.apk,60,73,60,73,0,0
5be28abdd435d4516fe94fb0aec7f9b3.apk,3332,6263,80,107,3252,6156
6cf1809e5fee449bb483cb5589e062a4.apk,10428,17977,1264,2943,9164,15034
6ecd1b393cd830104a1396feda545fb6.apk,60,73,60,73,0,0
69693d3f323be6a15ed0292941d990eb.apk,7436,20213,3543,11763,3893,8450
6a570e8b80d82326abbbac6e01792ed4.apk,60,73,60,73,0,0
6b85574003a506505d8a7b430225af89.apk,60,73,60,73,0,0
6ab59794b86502f3aba47dd0aebc0698.apk,60,73,60,73,0,0
6f6cd089b2ba5439256d24f385c070c1.apk,9765,21427,1038,2575,8727,18852
5ea61596e881f3222fb1484b4875d0a5.apk,60,73,60,73,0,0
6ef8df06c4e8f1654f2a6bc44a35bfed.apk,60,73,60,73,0,0
5b9e24766a514a77a452809b40fa0dce.apk,60,73,60,73,0,0
65d3db47ad4b18a3fe4dc1d9dc6421ad.apk,60,73,60,73,0,0
5c69d2865c0b979eab5e1a505b3c5fdd.apk,60,73,60,73,0,0
67835bee2fca1912e490cd9a282804d4.apk,13,8,13,8,0,0
5fef6526a92d0d7360984ba7612c8eb9.apk,60,73,60,73,0,0
5fc288e764f2ed32f32ae9d4b1a55dde.apk,343,548,200,302,143,246
621d10b8ce30563b2cfd7ca143ba4ea0.apk,3648,6561,73,96,3575,6465
5ad250a21db2168ff640dc07991d9555.apk,21755,41071,2935,7998,18820,33073
65b69125b3f7fd15b150ac8cf54622f1.apk,60,73,60,73,0,0
6a341be15de68e65d6931bbf7dcf69bd.apk,60,73,60,73,0,0
5ec62a371bfe16287fa62bc0d3aa5121.apk,9725,27615,4563,16139,5162,11476
61529fe609c9016019d99909eacf0ab6.apk,113,109,69,71,44,38
6d2cf55eb8c47d51181d473220fea038.apk,15602,31590,2443,6032,13159,25558
699cb6a93ec1e9f49d4b681447adb23b.apk,3343,6271,93,129,3250,6142
6b0e826a4a75e8e1ce45dacac28f46e1.apk,60,73,60,73,0,0
6f1a0149efdb615b54b38b57b952feee.apk,60,73,60,73,0,0
64ea5519b59e69197435ab5212644ed9.apk,31434,73319,2784,11371,28650,61948
66f4c63109376f38c12a31a02b68b623.apk,15602,31590,2443,6032,13159,25558
63c835056bf10f017b1eb6833a93f4d2.apk,3389,6326,88,119,3301,6207
6d0cf6674803e4a4e354580d2a780e2f.apk,60,73,60,73,0,0
63c8a497f8391c16ee09e0bb69ac0f7d.apk,3377,5419,76,132,3301,5287
6eb1fe8ba6d3b9d11517b4db5d5b567a.apk,10374,22699,1543,4021,8831,18678
696a776c2ba1c422b45936092aa4843f.apk,2267,8848,1325,6145,942,2703
6f2e877cde02b1913a392a8c4ce2dded.apk,60,73,60,73,0,0
5abcf4520aa46d5376924e8bd68a5b25.apk,56,28,56,28,0,0
622db64ec0dc6c70bf177863e4a9d7dc.apk,32444,68335,5514,19369,26930,48966
5ec5157feb2ad0a34db1488b14d05fcf.apk,60,73,60,73,0,0
6cdd603ad4dbf936be6eb25e833c85a0.apk,60,73,60,73,0,0
5bbbaeba1c61d7367af5771db35ec326.apk,1343,3149,760,1846,583,1303
69faf70110c9c344d1ed50171ccb8b0f.apk,60,73,60,73,0,0
5f4842992a442fb662001de9838581e6.apk,40,34,40,34,0,0
61247737c54b011e560d1f35e8b6a337.apk,18386,40508,5330,16330,13056,24178
69843572bb4f6b5bc704ed0d193d02ee.apk,7218,13636,1107,2225,6111,11411
5d0a2b2c235742c363e53e423df67fad.apk,21755,41071,2935,7998,18820,33073
60013f354ca9ddd0759f41ca6bfa50c0.apk,3435,5509,76,132,3359,5377
5ee415a3b1cda9ad11c2afdaf83583fb.apk,36091,65965,3779,8626,32312,57339
69abecfa501f0280f0030849b61d4d9a.apk,5310,11500,1628,3689,3682,7811
6c2ada2d81fae37a8318e7775b49302d.apk,60,73,60,73,0,0
6dd2f03b8ad26fd571ef016b6f98f61a.apk,60,73,60,73,0,0
61cb64f2f793532b38a5342b528dd892.apk,14444,20115,257,389,14187,19726
5be78fd4a0ee265f15e5d16665223bf1.apk,60,73,60,73,0,0
5aab80211d98749992f298e30c906011.apk,158,99,158,99,0,0
6e7f59aae25af8b72cb9cb0bc01c1763.apk,40,34,40,34,0,0
6dccab7952c71e53384198ee1bc1da82.apk,60,73,60,73,0,0
5e6a805e74d3707514ad874638a87deb.apk,9045,23743,3216,9762,5829,13981
6301348770065c13fd734183220f0270.apk,60,73,60,73,0,0
61bb1306ab0c9adab50a60d39534304d.apk,8875,23715,4065,13655,4810,10060
6da3b2baa13a73a79e91d5f984dd9d5c.apk,12438,23762,2394,6208,10044,17554
67ed370fac916bfba432e053a63ea03a.apk,8174,10327,225,338,7949,9989
6ccf415ed9e5d5fdbbd8552c04616294.apk,60,73,60,73,0,0
5dc61c9812800e707d61b907c6120c58.apk,60,73,60,73,0,0
